State,Year,Consumption.Commercial.Coal,Consumption.Commercial.Solar,Consumption.Industrial.Coal,Consumption.Industrial.Solar
Idaho,1988,1340,0,7993,0
Idaho,1989,1378,0,8013,0
Idaho,1990,1089,0,8724,0
Idaho,1991,1262,0,10733,0
Idaho,1992,935,0,8480,0
Idaho,1993,789,0,8820,0
Idaho,1994,767,0,8761,0
Idaho,1995,733,0,8103,0
Idaho,1996,538,0,6700,0
Idaho,1997,609,0,5726,0
Idaho,1998,1010,0,7648,0
Idaho,1999,1017,0,6820,0
Idaho,2000,383,0,13302,0
Idaho,2001,376,0,10972,0
Idaho,2002,360,0,9785,0
Idaho,2003,255,0,9926,0
Idaho,2004,112,0,12211,0
Idaho,2005,245,0,11019,0
Idaho,2006,237,0,7952,0
Idaho,2007,927,0,9232,0
Idaho,2008,211,0,8393,0
Idaho,2009,182,0,8261,0
Idaho,2010,199,3,8328,0
Idaho,2011,159,3,7687,0
Idaho,2012,120,12,5066,0
Idaho,2013,84,20,7881,0
Idaho,2014,45,20,7427,0
Idaho,2015,0,24,4249,0
Idaho,2016,0,29,2432,2
Idaho,2017,0,37,2615,2
Idaho,2018,0,48,2823,7
Idaho,2019,0,54,2364,36
Illinois,1960,62835,0,338810,0
Illinois,1961,54472,0,333098,0
Illinois,1962,57660,0,338250,0
Illinois,1963,49912,0,334667,0
Illinois,1964,42598,0,351236,0
Illinois,1965,40591,0,381682,0
Illinois,1966,43575,0,379627,0
Illinois,1967,38870,0,330654,0
Illinois,1968,30793,0,306221,0
Illinois,1969,31017,0,297635,0
Illinois,1970,22333,0,260243,0
Illinois,1971,23062,0,216039,0
Illinois,1972,17645,0,207227,0
Illinois,1973,14346,0,184328,0
Illinois,1974,15955,0,184384,0
Illinois,1975,12078,0,172915,0
Illinois,1976,14724,0,154554,0
Illinois,1977,12755,0,143763,0
Illinois,1978,14252,0,134293,0
Illinois,1979,5874,0,128973,0
Illinois,1980,3243,0,127650,0
Illinois,1981,4655,0,116271,0
Illinois,1982,6382,0,113369,0
Illinois,1983,8643,0,124923,0
Illinois,1984,8170,0,143985,0
Illinois,1985,4673,0,142335,0
Illinois,1986,4603,0,148185,0
Illinois,1987,4997,0,158506,0
Illinois,1988,4712,0,171598,0
Illinois,1989,5490,1,155792,0
Illinois,1990,4760,1,150828,0
Illinois,1991,4761,2,156802,0
Illinois,1992,5296,2,147072,0
Illinois,1993,4840,2,148643,0
Illinois,1994,4891,2,149387,0
Illinois,1995,4368,2,144637,1
Illinois,1996,3733,3,150147,1
Illinois,1997,5988,3,155435,1
Illinois,1998,4632,4,152387,1
Illinois,1999,3498,4,148383,1
Illinois,2000,4495,5,136281,1
Illinois,2001,4688,6,111261,1
Illinois,2002,3510,7,96767,1
Illinois,2003,5306,8,98142,2
Illinois,2004,5146,10,93629,2
Illinois,2005,3076,14,92543,3
Illinois,2006,2793,35,95208,0
Illinois,2007,3332,34,99409,0
Illinois,2008,4640,33,95322,0
Illinois,2009,3932,30,73915,0
Illinois,2010,3807,41,96090,0
Illinois,2011,3354,41,110605,0
Illinois,2012,2881,84,113611,1
Illinois,2013,2968,79,111434,1
Illinois,2014,2752,152,109595,2
Illinois,2015,2160,178,86747,2
Illinois,2016,2362,219,80298,2
Illinois,2017,2327,346,82065,2
Illinois,2018,2555,587,80109,7
Illinois,2019,2007,960,79478,3
Indiana,1960,20915,0,431795,0
Indiana,1961,19463,0,430951,0
Indiana,1962,19211,0,403987,0
Indiana,1963,16464,0,425994,0
Indiana,1964,12103,0,456608,0
Indiana,1965,11157,0,466278,0
Indiana,1966,11927,0,500584,0
Indiana,1967,10243,0,481221,0
Indiana,1968,9310,0,467955,0
Indiana,1969,6641,0,475632,0
Indiana,1970,7148,0,490944,0
Indiana,1971,7916,0,427492,0
Indiana,1972,10582,0,507311,0
Indiana,1973,6932,0,504384,0
Indiana,1974,8204,0,482023,0
Indiana,1975,13948,0,461603,0
Indiana,1976,9970,0,427541,0
Indiana,1977,6655,0,459428,0
Indiana,1978,3073,0,453950,0
Indiana,1979,2760,0,484256,0
Indiana,1980,3838,0,423885,0
Indiana,1981,5889,0,446108,0
Indiana,1982,10705,0,328667,0
Indiana,1983,13060,0,355468,0
Indiana,1984,11757,0,366559,0
Indiana,1985,9091,0,365091,0
Indiana,1986,9413,0,321051,0
Indiana,1987,9472,0,349545,0
Indiana,1988,11124,0,384957,0
Indiana,1989,9139,0,368116,0
Indiana,1990,9898,0,342763,0
Indiana,1991,7968,0,321598,0
Indiana,1992,7572,0,289536,0
Indiana,1993,6286,0,281477,0
Indiana,1994,6853,0,225815,0
Indiana,1995,5559,0,258466,0
Indiana,1996,6972,0,269332,0
Indiana,1997,7812,0,271284,0
Indiana,1998,7512,0,279029,0
Indiana,1999,7546,0,276311,0
Indiana,2000,5759,0,329359,0
Indiana,2001,4976,0,354054,0
Indiana,2002,6478,0,349614,0
Indiana,2003,6953,0,347263,0
Indiana,2004,8634,0,360129,0
Indiana,2005,5304,0,316968,0
Indiana,2006,1168,0,308837,0
Indiana,2007,3527,0,296973,0
Indiana,2008,7867,0,273644,0
Indiana,2009,7460,0,225046,0
Indiana,2010,7850,1,267168,0
Indiana,2011,6914,27,234430,0
Indiana,2012,4417,34,215728,0
Indiana,2013,3007,34,211229,0
Indiana,2014,3138,57,184732,0
Indiana,2015,1382,61,169416,0
Indiana,2016,1518,68,169022,9
Indiana,2017,1289,159,159096,11
Indiana,2018,1422,600,155947,27
Indiana,2019,1397,650,157913,26
Kansas,1960,554,0,3962,0
Kansas,1961,381,0,4351,0
Kansas,1962,396,0,4515,0
Kansas,1963,282,0,4828,0
Kansas,1964,200,0,4323,0
Kansas,1965,161,0,3336,0
Kansas,1966,120,0,3764,0
Kansas,1967,86,0,2405,0
Kansas,1968,93,0,1507,0
Kansas,1969,192,0,1624,0
Kansas,1970,94,0,2188,0
Kansas,1971,100,0,1725,0
Kansas,1972,135,0,1948,0
Kansas,1973,83,0,2777,0
Kansas,1974,56,0,2948,0
Kansas,1975,0,0,2749,0
Kansas,1976,0,0,1892,0
Kansas,1977,0,0,3580,0
Kansas,1978,257,0,2226,0
Kansas,1979,500,0,4616,0
Kansas,1980,84,0,7139,0
Kansas,1981,57,0,7592,0
Kansas,1982,214,0,7974,0
Kansas,1983,54,0,6138,0
Kansas,1984,47,0,6654,0
Kansas,1985,21,0,7810,0
Kansas,1986,16,0,5588,0
Kansas,1987,13,0,5470,0
Kansas,1988,11,0,4560,0
Kansas,1989,109,0,4071,0
Kansas,1990,7,0,3801,0
Kansas,1991,7,0,3627,0
Kansas,1992,4,0,3873,0
Kansas,1993,429,0,3232,0
Kansas,1994,675,0,3287,0
Kansas,1995,786,0,3337,0
Kansas,1996,1658,0,3915,0
Kansas,1997,47,0,3357,0
Kansas,1998,1,0,2714,0
Kansas,1999,145,0,2686,0
Kansas,2000,237,0,3240,0
Kansas,2001,8,0,3862,0
Kansas,2002,8,0,4277,0
Kansas,2003,2,0,3843,0
Kansas,2004,0,0,5042,0
Kansas,2005,0,0,5015,0
Kansas,2006,1,0,5681,0
Kansas,2007,0,0,5767,0
Kansas,2008,0,0,4009,0
Kansas,2009,0,0,2475,0
Kansas,2010,0,3,2652,0
Kansas,2011,0,4,2504,0
Kansas,2012,0,9,1999,0
Kansas,2013,0,14,2032,0
Kansas,2014,0,15,2948,0
Kansas,2015,0,19,2765,0
Kansas,2016,0,23,2281,0
Kansas,2017,0,50,2436,0
Kansas,2018,0,93,2528,0
Kansas,2019,0,136,1824,0
Kentucky,1960,7270,0,95912,0
Kentucky,1961,8506,0,93790,0
Kentucky,1962,6877,0,94263,0
Kentucky,1963,7978,0,119935,0
Kentucky,1964,6145,0,121748,0
Kentucky,1965,5014,0,123920,0
Kentucky,1966,5992,0,125343,0
Kentucky,1967,5053,0,120981,0
Kentucky,1968,5504,0,114916,0
Kentucky,1969,5719,0,111279,0
Kentucky,1970,5456,0,105913,0
Kentucky,1971,4474,0,97351,0
Kentucky,1972,4214,0,93694,0
Kentucky,1973,5079,0,79778,0
Kentucky,1974,5773,0,88628,0
Kentucky,1975,4734,0,71118,0
Kentucky,1976,5040,0,60932,0
Kentucky,1977,8584,0,57517,0
Kentucky,1978,9684,0,64912,0
Kentucky,1979,14285,0,69178,0
Kentucky,1980,5405,0,76056,0
Kentucky,1981,9841,0,58678,0
Kentucky,1982,8179,0,59485,0
Kentucky,1983,7402,0,72268,0
Kentucky,1984,7186,0,90003,0
Kentucky,1985,4728,0,94159,0
Kentucky,1986,5519,0,85107,0
Kentucky,1987,5449,0,82770,0
Kentucky,1988,6893,0,79335,0
Kentucky,1989,4410,0,90336,0
Kentucky,1990,2950,0,87063,0
Kentucky,1991,3789,0,73787,0
Kentucky,1992,4309,0,71282,0
Kentucky,1993,5425,0,90853,0
Kentucky,1994,6032,0,82788,0
Kentucky,1995,2819,0,94213,0
Kentucky,1996,2508,0,93682,0
Kentucky,1997,7331,0,82785,0
Kentucky,1998,5259,0,70915,0
Kentucky,1999,9259,0,62314,0
Kentucky,2000,4490,0,59600,0
Kentucky,2001,4822,0,63565,0
Kentucky,2002,5483,0,55796,0
Kentucky,2003,4303,0,56186,0
Kentucky,2004,5950,0,60416,0
Kentucky,2005,6404,0,58452,0
Kentucky,2006,2816,0,61661,0
Kentucky,2007,2896,0,63792,0
Kentucky,2008,1490,0,57605,0
Kentucky,2009,1309,0,43407,0
Kentucky,2010,1197,5,50188,0
Kentucky,2011,1238,23,47769,0
Kentucky,2012,858,27,29067,0
Kentucky,2013,416,105,27797,0
Kentucky,2014,490,107,26605,0
Kentucky,2015,391,108,26360,0
Kentucky,2016,363,120,20458,0
Kentucky,2017,358,137,22110,0
Kentucky,2018,142,170,19853,5
Kentucky,2019,157,196,17996,11
Louisiana,1960,0,0,0,0
Louisiana,1961,0,0,0,0
Louisiana,1962,0,0,0,0
Louisiana,1963,0,0,0,0
Louisiana,1964,0,0,0,0
Louisiana,1965,0,0,0,0
Louisiana,1966,0,0,0,0
Louisiana,1967,0,0,0,0
Louisiana,1968,0,0,0,0
Louisiana,1969,0,0,0,0
Louisiana,1970,0,0,0,0
Louisiana,1971,0,0,0,0
Louisiana,1972,0,0,0,0
Louisiana,1973,0,0,0,0
Louisiana,1974,0,0,0,0
Louisiana,1975,0,0,0,0
Louisiana,1976,0,0,0,0
Louisiana,1977,0,0,1774,0
Louisiana,1978,0,0,3747,0
Louisiana,1979,0,0,2518,0
Louisiana,1980,68,0,2370,0
Louisiana,1981,0,0,6293,0
Louisiana,1982,53,0,7390,0
Louisiana,1983,0,0,7098,0
Louisiana,1984,185,0,8869,0
Louisiana,1985,0,0,10992,0
Louisiana,1986,0,0,6314,0
Louisiana,1987,0,0,8687,0
Louisiana,1988,1,0,10546,0
Louisiana,1989,0,0,14248,0
Louisiana,1990,0,0,15963,0
Louisiana,1991,2,0,10267,0
Louisiana,1992,0,0,11083,0
Louisiana,1993,20,0,10787,0
Louisiana,1994,0,0,11433,0
Louisiana,1995,109,0,7653,0
Louisiana,1996,0,0,2101,0
Louisiana,1997,1,0,1663,0
Louisiana,1998,0,0,1033,0
Louisiana,1999,0,0,931,0
Louisiana,2000,0,0,1389,0
Louisiana,2001,0,0,1981,0
Louisiana,2002,0,0,1303,0
Louisiana,2003,0,0,3139,0
Louisiana,2004,0,0,2058,0
Louisiana,2005,0,0,1601,0
Louisiana,2006,0,0,1768,0
Louisiana,2007,2,0,1731,0
Louisiana,2008,0,0,1743,0
Louisiana,2009,0,0,341,0
Louisiana,2010,0,1,526,0
Louisiana,2011,0,4,1299,0
Louisiana,2012,0,20,2284,0
Louisiana,2013,0,27,2302,0
Louisiana,2014,0,40,2931,0
Louisiana,2015,0,56,3723,0
Louisiana,2016,0,62,4083,0
Louisiana,2017,0,76,3780,0
Louisiana,2018,0,134,3960,1
Louisiana,2019,0,146,3213,1
Massachusetts,1960,8421,0,33176,0
Massachusetts,1961,6653,0,30206,0
Massachusetts,1962,6354,0,27051,0
Massachusetts,1963,4789,0,20882,0
Massachusetts,1964,4535,0,15841,0
Massachusetts,1965,3889,0,12837,0
Massachusetts,1966,3496,0,8292,0
Massachusetts,1967,3125,0,13324,0
Massachusetts,1968,3051,0,9262,0
Massachusetts,1969,2324,0,8175,0
Massachusetts,1970,1927,0,3634,0
Massachusetts,1971,2027,0,2427,0
Massachusetts,1972,1745,0,2832,0
Massachusetts,1973,2031,0,1613,0
Massachusetts,1974,2036,0,1876,0
Massachusetts,1975,1594,0,2627,0
Massachusetts,1976,1553,0,1766,0
Massachusetts,1977,1573,0,1824,0
Massachusetts,1978,1197,0,1608,0
Massachusetts,1979,1043,0,1990,0
Massachusetts,1980,1850,0,2411,0
Massachusetts,1981,2563,0,1463,0
Massachusetts,1982,3116,0,2172,0
Massachusetts,1983,2807,0,2773,0
Massachusetts,1984,4385,0,2632,0
Massachusetts,1985,2541,0,4374,0
Massachusetts,1986,1456,0,2803,0
Massachusetts,1987,1105,0,4156,0
Massachusetts,1988,1270,0,3531,0
Massachusetts,1989,1125,2,2848,1
Massachusetts,1990,1264,3,1816,1
Massachusetts,1991,548,3,2119,1
Massachusetts,1992,1182,3,3859,1
Massachusetts,1993,881,4,2864,1
Massachusetts,1994,468,4,1631,1
Massachusetts,1995,583,5,1057,1
Massachusetts,1996,720,5,949,1
Massachusetts,1997,638,6,916,1
Massachusetts,1998,633,6,853,1
Massachusetts,1999,897,8,815,2
Massachusetts,2000,386,9,1490,2
Massachusetts,2001,362,10,1461,2
Massachusetts,2002,1908,12,1195,3
Massachusetts,2003,1109,14,1548,3
Massachusetts,2004,771,17,1483,4
Massachusetts,2005,988,26,1869,6
Massachusetts,2006,365,34,2025,1
Massachusetts,2007,523,45,2224,2
Massachusetts,2008,0,69,2222,2
Massachusetts,2009,0,132,1316,5
Massachusetts,2010,0,322,1753,15
Massachusetts,2011,0,583,1635,33
Massachusetts,2012,0,1591,1664,102
Massachusetts,2013,0,2657,1614,184
Massachusetts,2014,0,4464,1544,313
Massachusetts,2015,0,5715,1215,378
Massachusetts,2016,0,7220,99,587
Massachusetts,2017,0,8342,103,649
Massachusetts,2018,0,11653,101,763
Massachusetts,2019,0,11332,71,843
Maryland,1960,2935,0,134960,0
Maryland,1961,2710,0,135860,0
Maryland,1962,2975,0,146377,0
Maryland,1963,3792,0,151935,0
Maryland,1964,3724,0,164107,0
Maryland,1965,2490,0,162383,0
Maryland,1966,1529,0,159718,0
Maryland,1967,1226,0,161123,0
Maryland,1968,1161,0,164392,0
Maryland,1969,1084,0,176432,0
Maryland,1970,867,0,162652,0
Maryland,1971,800,0,140141,0
Maryland,1972,623,0,113453,0
Maryland,1973,758,0,158363,0
Maryland,1974,877,0,119037,0
Maryland,1975,540,0,102178,0
Maryland,1976,451,0,119922,0
Maryland,1977,786,0,80688,0
Maryland,1978,611,0,90711,0
Maryland,1979,3779,0,106135,0
Maryland,1980,703,0,88560,0
Maryland,1981,789,0,82016,0
Maryland,1982,2076,0,71635,0
Maryland,1983,2066,0,72495,0
Maryland,1984,1605,0,78876,0
Maryland,1985,2336,0,74777,0
Maryland,1986,2410,0,69896,0
Maryland,1987,3393,0,75909,0
Maryland,1988,2399,0,68583,0
Maryland,1989,1067,0,63278,0
Maryland,1990,963,0,57377,0
Maryland,1991,867,0,52801,0
Maryland,1992,274,0,17802,0
Maryland,1993,307,0,18490,0
Maryland,1994,773,0,18752,0
Maryland,1995,6418,0,19246,0
Maryland,1996,905,0,19737,0
Maryland,1997,1231,1,19278,0
Maryland,1998,1194,1,19246,0
Maryland,1999,1026,1,19933,0
Maryland,2000,1864,1,20320,0
Maryland,2001,1676,1,33623,0
Maryland,2002,67,1,34051,0
Maryland,2003,122,1,31837,0
Maryland,2004,1249,2,34536,0
Maryland,2005,718,2,32978,1
Maryland,2006,951,5,30431,0
Maryland,2007,809,5,29880,0
Maryland,2008,900,21,28547,0
Maryland,2009,704,37,22157,1
Maryland,2010,474,92,22649,2
Maryland,2011,617,361,21655,10
Maryland,2012,519,970,20407,31
Maryland,2013,238,1218,15363,41
Maryland,2014,198,1656,15627,58
Maryland,2015,12,1768,15031,119
Maryland,2016,0,1675,12103,321
Maryland,2017,0,1940,12275,305
Maryland,2018,0,2206,11914,336
Maryland,2019,0,2451,10154,320
Maine,1960,2109,0,14539,0
Maine,1961,1969,0,14637,0
Maine,1962,1714,0,13588,0
Maine,1963,1569,0,8773,0
Maine,1964,1207,0,5188,0
Maine,1965,1325,0,4895,0
Maine,1966,1192,0,4615,0
Maine,1967,852,0,3628,0
Maine,1968,629,0,3156,0
Maine,1969,534,0,3053,0
Maine,1970,445,0,1152,0
Maine,1971,484,0,1350,0
Maine,1972,440,0,630,0
Maine,1973,467,0,677,0
Maine,1974,462,0,1276,0
Maine,1975,380,0,767,0
Maine,1976,304,0,621,0
Maine,1977,363,0,99,0
Maine,1978,255,0,387,0
Maine,1979,208,0,519,0
Maine,1980,465,0,2420,0
Maine,1981,743,0,2235,0
Maine,1982,1100,0,5610,0
Maine,1983,870,0,4859,0
Maine,1984,1009,0,3706,0
Maine,1985,928,0,3903,0
Maine,1986,1211,0,7721,0
Maine,1987,965,0,5596,0
Maine,1988,752,0,5942,0
Maine,1989,510,0,6111,0
Maine,1990,858,0,5533,0
Maine,1991,269,0,9029,0
Maine,1992,737,0,20557,0
Maine,1993,526,0,10564,0
Maine,1994,128,0,11437,0
Maine,1995,64,0,6993,0
Maine,1996,87,0,5751,0
Maine,1997,87,0,4734,0
Maine,1998,70,0,3390,0
Maine,1999,69,0,2864,0
Maine,2000,69,0,5687,0
Maine,2001,67,0,3203,0
Maine,2002,44,0,2286,0
Maine,2003,44,0,3115,0
Maine,2004,45,0,2973,0
Maine,2005,70,0,3219,0
Maine,2006,65,0,2780,0
Maine,2007,57,0,2937,0
Maine,2008,0,0,2633,0
Maine,2009,0,0,797,0
Maine,2010,0,8,862,0
Maine,2011,0,7,573,0
Maine,2012,0,23,489,0
Maine,2013,0,36,690,0
Maine,2014,0,37,815,0
Maine,2015,0,58,742,0
Maine,2016,0,95,421,0
Maine,2017,0,131,465,0
Maine,2018,0,176,537,0
Maine,2019,0,283,449,0
Michigan,1960,24324,0,331969,0
Michigan,1961,24859,0,320291,0
Michigan,1962,24217,0,337051,0
Michigan,1963,21022,0,377978,0
Michigan,1964,16238,0,381222,0
Michigan,1965,18707,0,385563,0
Michigan,1966,19335,0,393610,0
Michigan,1967,14646,0,357775,0
Michigan,1968,14163,0,381643,0
Michigan,1969,12150,0,339008,0
Michigan,1970,8995,0,320914,0
Michigan,1971,10418,0,320736,0
Michigan,1972,8374,0,331221,0
Michigan,1973,8912,0,282705,0
Michigan,1974,7510,0,210457,0
Michigan,1975,6537,0,246746,0
Michigan,1976,7172,0,224922,0
Michigan,1977,6253,0,188835,0
Michigan,1978,5165,0,168053,0
Michigan,1979,2553,0,209235,0
Michigan,1980,5925,0,219374,0
Michigan,1981,3617,0,203312,0
Michigan,1982,4716,0,184415,0
Michigan,1983,3405,0,168369,0
Michigan,1984,5747,0,168926,0
Michigan,1985,4827,0,169921,0
Michigan,1986,4920,0,171154,0
Michigan,1987,2276,0,123690,0
Michigan,1988,3417,0,130554,0
Michigan,1989,3457,0,118853,0
Michigan,1990,5314,0,117888,0
Michigan,1991,5387,0,92479,0
Michigan,1992,3861,0,76293,0
Michigan,1993,4801,0,78228,0
Michigan,1994,6041,0,107196,0
Michigan,1995,5450,0,109194,0
Michigan,1996,5905,0,107538,0
Michigan,1997,4116,0,95139,0
Michigan,1998,3201,0,97942,0
Michigan,1999,442,0,119975,0
Michigan,2000,305,0,104768,0
Michigan,2001,187,0,98953,0
Michigan,2002,5527,0,72822,0
Michigan,2003,664,0,74608,0
Michigan,2004,3948,0,78236,0
Michigan,2005,3431,0,77487,0
Michigan,2006,190,0,80022,0
Michigan,2007,3800,0,75622,0
Michigan,2008,4854,0,82747,0
Michigan,2009,6388,6,47053,0
Michigan,2010,4587,19,67140,0
Michigan,2011,4060,91,66691,2
Michigan,2012,2132,234,59753,5
Michigan,2013,1728,225,67570,5
Michigan,2014,1589,245,62722,6
Michigan,2015,1166,251,61124,6
Michigan,2016,345,281,38695,7
Michigan,2017,0,311,53452,8
Michigan,2018,0,408,53668,22
Michigan,2019,0,477,50030,26
Minnesota,1960,8504,0,55199,0
Minnesota,1961,8625,0,47504,0
Minnesota,1962,6595,0,45040,0
Minnesota,1963,5816,0,51090,0
Minnesota,1964,4698,0,60280,0
Minnesota,1965,5796,0,60794,0
Minnesota,1966,6645,0,55403,0
Minnesota,1967,5968,0,52112,0
Minnesota,1968,6748,0,33326,0
Minnesota,1969,7989,0,59362,0
Minnesota,1970,5313,0,42059,0
Minnesota,1971,5625,0,31504,0
Minnesota,1972,3448,0,36531,0
Minnesota,1973,3461,0,48907,0
Minnesota,1974,4469,0,38038,0
Minnesota,1975,3131,0,50760,0
Minnesota,1976,2552,0,41704,0
Minnesota,1977,1933,0,38456,0
Minnesota,1978,3323,0,39847,0
Minnesota,1979,4487,0,28603,0
Minnesota,1980,2353,0,18058,0
Minnesota,1981,2002,0,21122,0
Minnesota,1982,2440,0,19046,0
Minnesota,1983,2844,0,18602,0
Minnesota,1984,3565,0,18461,0
Minnesota,1985,3274,0,21254,0
Minnesota,1986,2823,0,20239,0
Minnesota,1987,2367,0,16969,0
Minnesota,1988,3320,0,15177,0
Minnesota,1989,3826,0,19038,0
Minnesota,1990,2557,0,23818,0
Minnesota,1991,1369,0,15197,0
Minnesota,1992,361,0,19618,0
Minnesota,1993,1616,0,24851,0
Minnesota,1994,3811,0,26924,0
Minnesota,1995,4645,0,26735,0
Minnesota,1996,2406,0,39965,0
Minnesota,1997,1726,0,28123,0
Minnesota,1998,714,0,37491,0
Minnesota,1999,247,0,36365,0
Minnesota,2000,91,0,40354,0
Minnesota,2001,35,0,24403,0
Minnesota,2002,1618,1,24382,0
Minnesota,2003,18,1,24014,0
Minnesota,2004,3,1,24927,0
Minnesota,2005,1295,1,24686,0
Minnesota,2006,1471,2,24065,0
Minnesota,2007,1105,4,25783,0
Minnesota,2008,1074,6,26131,0
Minnesota,2009,968,13,22403,1
Minnesota,2010,757,23,24932,1
Minnesota,2011,648,29,24732,2
Minnesota,2012,63,58,21378,4
Minnesota,2013,115,60,24055,4
Minnesota,2014,189,97,23202,7
Minnesota,2015,152,126,17480,15
Minnesota,2016,183,156,19594,23
Minnesota,2017,142,221,21929,43
Minnesota,2018,120,253,19611,87
Minnesota,2019,87,310,18436,103
Missouri,1960,11149,0,62181,0
Missouri,1961,9307,0,54420,0
Missouri,1962,8743,0,54218,0
Missouri,1963,4868,0,53898,0
Missouri,1964,3858,0,56768,0
Missouri,1965,2954,0,59928,0
Missouri,1966,2700,0,58866,0
Missouri,1967,1719,0,55162,0
Missouri,1968,1321,0,53732,0
Missouri,1969,1173,0,50293,0
Missouri,1970,896,0,43764,0
Missouri,1971,858,0,39662,0
Missouri,1972,1141,0,47931,0
Missouri,1973,2794,0,42326,0
Missouri,1974,3131,0,42609,0
Missouri,1975,2328,0,45725,0
Missouri,1976,2714,0,48964,0
Missouri,1977,1719,0,48477,0
Missouri,1978,4093,0,40295,0
Missouri,1979,5336,0,41076,0
Missouri,1980,1413,0,36037,0
Missouri,1981,1890,0,38549,0
Missouri,1982,1568,0,32699,0
Missouri,1983,2366,0,34246,0
Missouri,1984,2230,0,38853,0
Missouri,1985,2775,0,41191,0
Missouri,1986,1829,0,39046,0
Missouri,1987,4125,0,34937,0
Missouri,1988,3830,0,35565,0
Missouri,1989,4399,0,32962,0
Missouri,1990,4984,0,30376,0
Missouri,1991,4536,0,28729,0
Missouri,1992,4098,0,26646,0
Missouri,1993,4772,0,27752,0
Missouri,1994,4249,0,24605,0
Missouri,1995,4146,0,25545,0
Missouri,1996,4076,0,25873,0
Missouri,1997,5405,0,31965,0
Missouri,1998,3250,0,27905,0
Missouri,1999,4460,0,27565,0
Missouri,2000,3451,0,21760,0
Missouri,2001,4340,0,23319,0
Missouri,2002,3819,0,23025,0
Missouri,2003,3890,0,23084,0
Missouri,2004,4029,0,24441,0
Missouri,2005,4590,0,23992,0
Missouri,2006,4571,0,24212,0
Missouri,2007,4064,0,24392,0
Missouri,2008,4490,0,22353,0
Missouri,2009,3421,1,17729,0
Missouri,2010,3576,5,17413,0
Missouri,2011,2782,18,12446,0
Missouri,2012,2056,122,22796,1
Missouri,2013,2276,248,24127,2
Missouri,2014,2152,612,24255,5
Missouri,2015,1516,804,21176,7
Missouri,2016,1256,857,16029,9
Missouri,2017,570,991,20281,13
Missouri,2018,276,1024,18821,35
Missouri,2019,205,1205,18364,54
Mississippi,1960,0,0,544,0
Mississippi,1961,0,0,526,0
Mississippi,1962,0,0,536,0
Mississippi,1963,0,0,514,0
Mississippi,1964,0,0,535,0
Mississippi,1965,0,0,794,0
Mississippi,1966,0,0,780,0
Mississippi,1967,0,0,786,0
Mississippi,1968,0,0,1012,0
Mississippi,1969,0,0,959,0
Mississippi,1970,0,0,1162,0
Mississippi,1971,0,0,1274,0
Mississippi,1972,0,0,1269,0
Mississippi,1973,0,0,1167,0
Mississippi,1974,0,0,1153,0
Mississippi,1975,0,0,552,0
Mississippi,1976,0,0,2697,0
Mississippi,1977,0,0,2514,0
Mississippi,1978,71,0,1654,0
Mississippi,1979,72,0,1562,0
Mississippi,1980,36,0,1242,0
Mississippi,1981,0,0,2573,0
Mississippi,1982,0,0,2492,0
Mississippi,1983,140,0,3634,0
Mississippi,1984,40,0,5129,0
Mississippi,1985,19,0,5873,0
Mississippi,1986,38,0,5806,0
Mississippi,1987,88,0,6631,0
Mississippi,1988,239,0,6248,0
Mississippi,1989,38,0,6141,0
Mississippi,1990,2,0,6302,0
Mississippi,1991,2,0,5630,0
Mississippi,1992,6,0,5772,0
Mississippi,1993,0,0,6317,0
Mississippi,1994,0,0,7082,0
Mississippi,1995,0,0,6899,0
Mississippi,1996,0,0,5575,0
Mississippi,1997,1,0,5636,0
Mississippi,1998,0,0,5137,0
Mississippi,1999,0,0,4424,0
Mississippi,2000,0,0,3701,0
Mississippi,2001,0,0,3723,0
Mississippi,2002,0,0,3632,0
Mississippi,2003,0,0,3537,0
Mississippi,2004,0,0,3744,0
Mississippi,2005,0,0,2872,0
Mississippi,2006,0,0,3616,0
Mississippi,2007,0,0,3542,0
Mississippi,2008,0,0,3141,0
Mississippi,2009,0,0,2580,0
Mississippi,2010,0,0,2849,0
Mississippi,2011,0,4,2622,0
Mississippi,2012,0,4,2608,0
Mississippi,2013,0,13,2801,0
Mississippi,2014,0,14,2516,0
Mississippi,2015,0,14,2562,0
Mississippi,2016,0,40,0,1
Mississippi,2017,0,58,0,7
Mississippi,2018,0,63,0,2
Mississippi,2019,0,69,565,5
Montana,1960,263,0,822,0
Montana,1961,246,0,1034,0
Montana,1962,255,0,1119,0
Montana,1963,243,0,1011,0
Montana,1964,228,0,1403,0
Montana,1965,205,0,1168,0
Montana,1966,208,0,1016,0
Montana,1967,220,0,699,0
Montana,1968,173,0,710,0
Montana,1969,161,0,553,0
Montana,1970,107,0,597,0
Montana,1971,197,0,838,0
Montana,1972,144,0,1015,0
Montana,1973,177,0,924,0
Montana,1974,165,0,1174,0
Montana,1975,151,0,1042,0
Montana,1976,122,0,2422,0
Montana,1977,32,0,3478,0
Montana,1978,224,0,3457,0
Montana,1979,168,0,4161,0
Montana,1980,244,0,2931,0
Montana,1981,116,0,5361,0
Montana,1982,132,0,4333,0
Montana,1983,130,0,3307,0
Montana,1984,86,0,3114,0
Montana,1985,110,0,4065,0
Montana,1986,298,0,5668,0
Montana,1987,108,0,3436,0
Montana,1988,125,0,3932,0
Montana,1989,827,0,3642,0
Montana,1990,856,0,4043,0
